sense_uid,lemma,pos,quiz_prompt_zh,gloss_zh,ipa_us,ipa_uk,example_en,example_zh
en:he:pronoun:1,he,pronoun,他； 一个人,pron 他； 一个人,/hi/,/hiː/,‘Where’s Paul?’ ‘He’s gone to the cinema.’,“保罗在哪儿？”“他去看电影了。”
en:very:adverb:1,very,adverb,很，非常；极其，完全地；正是,adv 很，非常；极其，完全地；正是；adj 正是的， 恰好的； 完全的， 十足的,/ˈvɛrɪ/,/'veri/,It feels very cold today.,今天很冷。
en:big:adjective:2,big,adjective,大的， 巨大的； 重大的， 主要的； 年龄较大的， 长大了的,adj 大的， 巨大的； 重大的， 主要的； 年龄较大的， 长大了的,/bɪɡ/,/bɪg/,a big house,大房子
en:practice:noun:2,practice,noun,实践； 实践行动； 练习； 惯例， 习俗,n 实践； 实践行动； 练习； 惯例， 习俗,/'præktɪs/,/'præktɪs/,It takes hours of practice to learn to play the guitar.,学习弹吉他需要长时间的练习。
en:crowd:verb:1,crowd,verb,聚集， 群集； 挤， 推,v 聚集， 群集； 挤， 推；n 人群，群众；一群，一批,/kraʊd/,/kraud/,Holidaymakers crowded the beaches.,海滩上挤满了度假者。
en:sick:adjective:2,sick,adjective,有病的， 患病的； 恶心的， 想吐的； 厌恶的； 心烦意乱的， 恼火的,adj 有病的， 患病的； 恶心的， 想吐的； 厌恶的； 心烦意乱的， 恼火的,/sɪk/,/sɪk/,His mother’s very sick.,他母亲病得很重。
en:bit:noun:2,bit,noun,一点儿， 少许； 小片， 小块,n 一点儿， 少许； 小片， 小块,/bɪt/,/bɪt/,He’s taken the engine to bits .,他把发动机拆开了。
en:corner:noun:2,corner,noun,角， 角落； 街角； 遥远的地区， 偏僻处； 困境，,n 角， 角落； 街角； 遥远的地区， 偏僻处； 困境，,/'kɔrnɚ/,/'kɔːnə(r)/,He pulled a dirty handkerchief out by its corner and waved it at me.,他拽出一块脏手帕，捏着一角向我挥动。
en:else:adverb:2,else,adverb,其他， 另外,adv 其他， 另外,/ɛls/,/els/,There’s something else I’d like to talk about as well.,我还有其他事情要谈一谈。
en:four:numeral:2,four,numeral,四,num 四,/fɔr/,/fɔː(r)/,She is married with four children.,她已婚，有四个孩子。
en:easily:adverb:1,easily,adverb,容易地， 不费力地,adv 容易地， 不费力地,/'izəli/,/'iːzəli/,They won quite easily.,他们赢得相当轻松。
en:beside:preposition:2,beside,preposition,在…旁边； 在…附近； 和…相比,prep 在…旁边； 在…附近； 和…相比,/bɪ'saɪd/,/bɪ'saɪd/,Wendy came up and sat beside me.,温迪走过来，坐在我身边。
en:join:verb:2,join,verb,参加， 加入； 连接， 接合,v 参加， 加入； 连接， 接合,/dʒɔɪn/,/dʒɔɪn/,Many sacrificed their weekend to join the hunt for the missing girl.,许多人牺牲周末时间，加入了寻找失踪女孩的行动。
en:if:conjunction:2,if,conjunction,如果， 假如； 是否； 即使， 虽然,conj 如果， 假如； 是否； 即使， 虽然,/ɪf/,/ɪf/,We’ll stay at home if it rains.,如果下雨，我们就待在家里。
en:costume:noun:1,costume,noun,戏装； 成套服装,n 戏装； 成套服装,/ˈkɑsˌtum/,/'kɒstjuːm/,the film’s lavish costumes and spectacular sets,影片中奢华的戏装和壮观的场景
en:bathroom:noun:2,bathroom,noun,浴室； 盥洗室,n 浴室； 盥洗室,/'bæθrum/,/'bɑːθruːm/,bathroom accessories,浴室配件
en:sky:noun:2,sky,noun,天,n 天,/skaɪ/,/skaɪ/,"The sky grew dark, and a cold rain began to fall.",天色转暗，开始下起冰冷的雨来。
en:sentence:verb:1,sentence,verb,宣判， 判决,v 宣判， 判决；n 句子；判决，宣判,/'sɛntəns/,/'sentəns/,You must serve out your sentence.,你现在必须服从你的判决。
en:hallway:noun:1,hallway,noun,走廊， 回廊； 门厅， 过道,n 走廊， 回廊； 门厅， 过道,/'hɔlwe/,/'hɔːlweɪ/,They took the lift up to the third floor and walked along the quiet hallway.,他们乘电梯到了3楼，然后走过寂静的过道。
en:large:adjective:2,large,adjective,大的； 多的， 众多的,adj 大的； 多的， 众多的,/lɑrdʒ/,/lɑːdʒ/,Los Angeles is the second largest city in the US.,洛杉矶是美国的第二大城市。
en:surface:verb:1,surface,verb,浮出水面； 浮现， 显露,v 浮出水面； 浮现， 显露；n 表面，面；外表，外观,/'sɝfɪs/,/'sɜːfɪs/,Last year Toole surfaced again in Cuba.,去年图尔再次在古巴露面。
en:in:preposition:2,in,preposition,在…里， 在…内； 在…期间， 在…之内；,prep 在…里， 在…内； 在…期间， 在…之内；,/ɪn/,/ɪn/,There’s some sugar in the cupboard.,碗橱里有一些糖。
en:tomorrow:adverb:1,tomorrow,adverb,明天,adv 明天；n 明天； 来日， 未来,/tə'mɔro/,/tə'mɒrəu/,Our class is going to London tomorrow.,我们班明天要去伦敦。
en:verb:noun:1,verb,noun,动词,n 动词,/vɝb/,/vɜːb/,The word is an adjunct of that verb.,这个词是那个动词的修饰语。
en:metal:noun:2,metal,noun,金属,n 金属,/'mɛtl/,/'metl/,The gate is made of metal.,这扇大门是用金属做成的。
en:is:verb:1,is,verb,存在， 是,v 存在， 是,/ɪz/,/ɪz/,which is,哪个是；从句的表达形式之一
en:it:pronoun:2,it,pronoun,它； 他； ；,pron 它； 他； ；,/ɪt/,/ɪt/,‘Where’s your office?’ ‘It’s on the third floor.’,“你的办公室在哪儿？”“在三楼。”
en:fry:verb:1,fry,verb,油煎， 油炸,v 油煎， 油炸,/fraɪ/,/fraɪ/,"Fry the potatoes, covered, for about 20 minutes.",盖上盖，将马铃薯煎20分钟左右。
en:drink:verb:1,drink,verb,喝，饮,v 喝，饮；n 一杯[份]饮料；饮，喝,/drɪŋk/,/drɪŋk/,You should drink plenty of water.,你应该大量喝水。
en:announce:verb:1,announce,verb,宣布， 声称； 预告,v 宣布， 声称； 预告,/ə'naʊns/,/ə'nauns/,They announced their engagement in ‘The Times’.,他们在《泰晤士报》上宣布了订婚的消息。
en:somebody:pronoun:1,somebody,pronoun,某人，有人,pron 某人，有人；n 重要人物,/'sʌmbədi/,/'sʌmbədi/,There’s somebody waiting to see you.,有人等着要见你。
en:india:noun:2,India,noun,印度,n 印度,/'ɪndɪə/,/'ɪndiə/,"Look at their hypocrisy, they have defence deal with both India and Pakistan.",看看他们的伪善，他们同印度和巴基斯坦都有防卫协议。
en:traditional:adjective:2,traditional,adjective,传统的， 惯例的； 口传的， 传说的,adj 传统的， 惯例的； 口传的， 传说的,/trə'dɪʃənl/,/trə'dɪʃənl/,traditional Italian cooking,传统的意大利烹饪
en:operate:verb:1,operate,verb,动手术； 起作用； 经营， 管理,v 动手术； 起作用； 经营， 管理,/'ɑpə'ret/,/'ɒpəreɪt/,Doctors had to operate to remove the bullet.,医生不得不开刀取出子弹。
en:hello:interjection:1,hello,interjection,喂， 你好,int 喂， 你好,/həˈlo/,/hə'ləu/,"Hello, John! How are you?",喂，约翰！你好吗？
en:begin:verb:1,begin,verb,"[began-begun, beginning] 开始","v [began-begun, beginning] 开始",/bɪ'ɡɪn/,/bɪ'gɪn/,"As everybody’s here, let’s begin.",大家都到齐了，我们就开始吧。
en:parrot:noun:1,parrot,noun,鹦鹉,n 鹦鹉,/'pærət/,/'pærət/,We recited poems parrot fashion.,我们鹦鹉学舌般机械地背诵诗歌。
en:become:verb:1,become,verb,[became-become] 变成， 成为； 开始变得,v [became-become] 变成， 成为； 开始变得,/bɪ'kʌm/,/bɪ'kʌm/,The weather became warmer.,天气变暖和了。
en:alive:adjective:2,alive,adjective,活着的， 在世的； 存在的， 在起作用的； 有活力的， 活跃的， 有生,adj 活着的， 在世的； 存在的， 在起作用的； 有活力的， 活跃的， 有生,/ə'laɪv/,/ə'laɪv/,It was a bad accident – they’re lucky to be alive.,这是一宗严重事故——他们能活着实属幸运。
en:weekend:adjective:1,weekend,adjective,周末的,adj 周末的；n 周末,/ˈwikend/,/'wiːkˌend/,What shall we do this weekend?,这个周末我们要做什么呢？
en:noodle:noun:2,noodle,noun,面条,n 面条,/'nudl/,/'nuːdl/,Serve the meat with rice or noodles.,肉配米饭或面条一起上。
en:plate:noun:2,plate,noun,盘子； 金属牌； 感光底片,n 盘子； 金属牌； 感光底片,/pleɪt/,/pleɪt/,The plates were piled high with rice.,盘子里都堆满了米饭。
en:world:adjective:1,world,adjective,世界的， 世界范围的,adj 世界的， 世界范围的；n 世界，地球，天下；领域,/wɝld/,/wɜːld/,the reigning Formula One world champion,一级方程式赛车现任世界冠军
en:library:noun:2,library,noun,图书馆， 藏书室； 藏书,n 图书馆， 藏书室； 藏书,/laɪˌbrɛrɪ/,/'laɪbrəri/,a public library,公共图书馆
en:ability:noun:2,ability,noun,能力， 本领； 才能， 才智,n 能力， 本领； 才能， 才智,/əˈbɪlətɪ/,/ə'bɪlətɪ/,The test measures your mathematical ability.,这种测试考查的是数学能力。
en:everything:pronoun:2,everything,pronoun,每件事， 一切； 最重要的东西,pron 每件事， 一切； 最重要的东西,/'ɛvrɪ'θɪŋ/,/'evriθɪŋ/,Everything’s fine at the moment.,目前一切都好。
en:camera:noun:2,camera,noun,照相机； 摄影机， 摄像机,n 照相机； 摄影机， 摄像机,/'kæmərə/,/'kæmərə/,Her grandmother lent her a camera for a school trip to Venice and Egypt.,她的祖母借给她一部相机，让她在学校组织的到威尼斯和埃及的旅行中使用。
en:table:noun:2,table,noun,桌子， 台子； 表格,n 桌子， 台子； 表格,/'tebl/,/'teɪbl/,The food was served on long tables.,食物放在长餐桌上供应。
en:bread:noun:2,bread,noun,面包； 生计， 谋生之道,n 面包； 生计， 谋生之道,/brɛd/,/bred/,Would you like some bread with your soup?,你喝汤时要吃点面包吗？
en:side:noun:2,side,noun,面， 侧面， 旁边； 方面； 一方， 一边； 山坡， 坡， 岸,n 面， 侧面， 旁边； 方面； 一方， 一边； 山坡， 坡， 岸,/saɪd/,/saɪd/,Fuel is cheaper on the French side of the border.,燃料在边境那边的法国要便宜些。
en:break:verb:1,break,verb,[broke-broken] 打破； 损坏， 弄坏； 破坏， 违反； 中止， 中断； 打破；,v [broke-broken] 打破； 损坏， 弄坏； 破坏， 违反； 中止， 中断； 打破；,/brek/,/breɪk/,I never break my promises .,我从不食言。
en:restaurant:noun:2,restaurant,noun,餐馆， 饭店,n 餐馆， 饭店,/ˈrestərənt; rɛstərənt/,/'restrɒnt/,He took her out for a five-course dinner in a fancy restaurant.,他带她到一家豪华餐厅吃了一顿有五道菜的晚餐。
en:change:verb:2,change,verb,改变；交换，互换；兑换；换衣，换车,v 改变；交换，互换；兑换；换衣，换车；n 改变， 变化； 更改， 更换；,/tʃendʒ/,/tʃeɪndʒ/,Susan has changed a lot since I last saw her.,自从我上次见到苏珊之后，她变了许多。
en:draw:verb:1,draw,verb,[drew-drawn] 画， 描绘； 拖， 拉； 拔出， 抽出； 提取， 汲取； 引起； 吸引； 推,v [drew-drawn] 画， 描绘； 拖， 拉； 拔出， 抽出； 提取， 汲取； 引起； 吸引； 推,/drɔ/,/drɔː/,Katie had drawn a cottage with a little stream running next to it.,凯蒂画了一间小茅舍，旁边流淌着一条小溪。
en:cupboard:noun:1,cupboard,noun,柜橱,n 柜橱,/'kʌbɚd/,/'kʌbəd/,It’s in the kitchen cupboard.,它在厨房的碗柜里。
en:off:adverb:1,off,adverb,距， 离， 到； 离开； 出发， 起跑； 不发生， 取消； 断开， 不供,adv 距， 离， 到； 离开； 出发， 起跑； 不发生， 取消； 断开， 不供,/ɔf/,/ɔːf/,He got into his car and drove off.,他上了车，随即开车走了。
en:joke:noun:2,joke,noun,笑话， 玩笑,n 笑话， 玩笑,/dʒok/,/dʒəuk/,"I couldn’t go out with someone for a joke, could you?",我可不能拿谈恋爱当儿戏，对不对？
en:knee:noun:2,knee,noun,膝， 膝盖,n 膝， 膝盖,/ni/,/niː/,Lucy had a bandage round her knee.,露西的膝盖上缠着绷带。
en:hide:verb:1,hide,verb,把…藏起来，隐藏,v 把…藏起来，隐藏；n 〔可观察鸟兽行动的〕隐匿处，埋伏处,/haɪd/,/haɪd/,She keeps a bottle of gin hidden behind a stack of books.,她在一堆书的后面藏了一瓶杜松子酒。
en:century:noun:2,century,noun,世纪， 百年,n 世纪， 百年,/ˈsɛntʃərɪ/,/'sentʃəri/,the story of life on a small farm at the turn of the century,讲述世纪初一个小农场生活的故事
en:instruction:noun:2,instruction,noun,命令， 指示； 教学， 教导,n 命令， 指示； 教学， 教导,/ɪn'strʌkʃən/,/ɪn'strʌkʃn/,(= I have been told ) to give the package to him personally.,我接到的指示是亲手把包裹交给他。
en:discovery:noun:2,discovery,noun,发现， 发觉； 被发现的事物,n 发现， 发觉； 被发现的事物,/dɪ'skʌvəri/,/dɪ'skʌvəri/,I felt I'd made an incredible discovery.,我感到自己有了一个惊人的发现。
en:candle:noun:2,candle,noun,蜡烛,n 蜡烛,/'kændl/,/'kændl/,"With this candle, I will light your way in darkness.",用这蜡烛，我会在黑暗中照亮你的生命。
en:report:verb:1,report,verb,报告， 汇报； 报道； 告发； 报到； 隶属， 对负责,v 报告， 汇报； 报道； 告发； 报到； 隶属， 对负责,/rɪ'pɔrt/,/rɪ'pɔːt/,"This is Gavin Williams, reporting from the United Nations in New York.",我是加文·威廉斯，在纽约联合国总部为您报道。
en:complete:adjective:2,complete,adjective,十足的，彻底的；完成的,adj 十足的，彻底的；完成的；v 完成， 结束,/kəm'plit/,/kəm'pliːt/,The police were in complete control of the situation.,警方已完全控制了局势。
en:fun:adjective:1,fun,adjective,有趣的，令人愉快的,adj 有趣的，令人愉快的；n 有趣的事； 乐趣， 娱乐,/fʌn/,/fʌn/,Try snow-boarding -it’s a really fun sport.,试试单板滑雪——是个很好玩的运动。
en:theirs:pronoun:2,theirs,pronoun,他们的,pron 他们的,/ðɛrz/,/ðeəz/,"When our washing machine broke, our neighbours let us use theirs.",我们的洗衣机坏了的时候，邻居就让我们用他们的。
en:sign:verb:1,sign,verb,签； 签署,v 签； 签署；n 标志，符号；招牌；征兆，迹象,/saɪn/,/saɪn/,"Sign here, please.",请在这里签字。
en:several:adjective:2,several,adjective,几个， 若干,adj 几个， 若干,/ˈsɛvrəl/,/'sevrəl/,I have several suggestions.,我有几个建议。
en:cotton:noun:2,cotton,noun,棉， 棉花； 棉线， 棉纱,n 棉， 棉花； 棉线， 棉纱,/'kɑtn/,/'kɒtn/,a white cotton shirt,白色棉布衬衫
en:office:noun:2,office,noun,办公室， 办事处， 营业所； 处， 所， 局； 公职， 官职， 职责； 帮忙， 服务,n 办公室， 办事处， 营业所； 处， 所， 局； 公职， 官职， 职责； 帮忙， 服务,/'ɔfɪs/,/'ɒfɪs/,The department occupies an office just a mile from the White House.,该部门就在离白宫一英里远的地方有个办公楼。
en:while:conjunction:2,while,conjunction,当…的时候，和…同时；而，然而；虽然，尽管,conj 当…的时候，和…同时；而，然而；虽然，尽管；n 一会儿， 时间,/hwaɪl/,/waɪl/,They arrived while we were having dinner.,他们来时我们正在吃饭。
en:northern:adjective:2,northern,adjective,北方的， 北部的,adj 北方的， 北部的,/'nɔrðɚn/,/'nɔːðən/,a man with a northern accent,带有北方口音的男子
en:second:adjective:1,second,adjective,次等的，二等的,adj 次等的，二等的；num 第二；n 秒， 瞬间,/'sɛkənd/,/'sekənd/,the Second World War,第二次世界大战
en:that:determiner:1,that,determiner,那，那个〔指已经提到或已经知道的人、事物、想法等〕,determiner 那，那个〔指已经提到或已经知道的人、事物、想法等〕；conjunction 〔用于动词、名词或形容词后引导一个从句，表示某人所说或所想，或陈述一个事实或理由〕；adv 那么〔大、多等〕〔尤指通过手势比画来表示大小、数量等〕,/ðæt/,/ðæt/,‘You never cared about me.’ ‘That’s not true.’,“你从不关心我。”“那不是事实。”
en:high:adjective:2,high,adjective,高的， 高度的； 高级的， 重要的； 高兴的， 愉快的； 正盛,adj 高的， 高度的； 高级的， 重要的； 高兴的， 愉快的； 正盛,/haɪ/,/haɪ/,This is the highest mountain in Japan.,这是日本最高的山。
en:edge:noun:2,edge,noun,边， 边缘； 刀口， 刃； 优势， 优越地位,n 边， 边缘； 刀口， 刃； 优势， 优越地位,/ɛdʒ/,/edʒ/,"Put the eggs in the centre of the dish, with the vegetables and herbs around the edge.",把鸡蛋放在盘子中间，盘边一圈放些蔬菜和香草。
en:son:noun:2,son,noun,儿子； 孩子,n 儿子； 孩子,/sʌn/,/sʌn/,Her son Sean was born in 1983.,她的儿子肖恩出生于 1983 年。
en:skirt:noun:2,skirt,noun,裙子； 边缘， 外围,n 裙子； 边缘， 外围,/skɝt/,/skɜːt/,She wore a white blouse and a plain black skirt.,她穿着白衬衣和纯黑的裙子。
en:than:conjunction:2,than,conjunction,比,conj 比；prep 与…比较,/ðæn/,/ðæn/,Natalie was prettier than her sister.,纳塔莉比她姐姐漂亮。
en:me:pronoun:2,me,pronoun,我,pron 我,/mi/,/miː/,"Stop, you’re hurting me.",住手，你弄疼我了。
en:level:adjective:1,level,adjective,平的， 水平的； 同高度的， 同程度,adj 平的， 水平的； 同高度的， 同程度；n 水平面，水平线；高度；水平，等级,/'lɛvl/,/'levl/,The floors in the old house were not completely level.,老房子的地面不是完全平整的。
en:author:noun:1,author,noun,作家， 作者； 创始人， 发起者,n 作家， 作者； 创始人， 发起者,/'ɔθɚ/,/'ɔːθə(r)/,Nothomb is a Belgian author.,诺东是位比利时作家。
en:europe:noun:2,Europe,noun,欧洲,n 欧洲,/'jʊrəp/,/'juərəp/,eastern Europe,东欧
en:meter:noun:1,meter,noun,米， 公尺,n 米， 公尺,/mitɚ/,/'miːtə(r)/,The iris of the eye is photographed from up to one meter away.,眼睛的虹膜最远可在一公尺外的距离接受摄影。
en:infinitive:noun:1,infinitive,noun,原形； 不定式,n 原形； 不定式,/ɪn'fɪnətɪv/,/ɪn'fɪnətɪv/,Can I split an infinitive?,我可以拆分不定式吗？
en:establish:verb:1,establish,verb,建立， 设立； 确定， 证实,v 建立， 设立； 确定， 证实,/ɪˈstæblɪʃ/,/ɪ'stæblɪʃ/,The city of Boerne was established by German settlers in the 1840s.,博恩市是德国移民于19世纪40年代建立的。
en:coat:verb:1,coat,verb,涂,v 涂；n 上衣，外套；表皮，皮毛；覆盖物，层,/kot/,/kəut/,A layer of snow coated the trees.,树上覆盖着一层雪。
en:license:noun:2,license,noun,许可，执照,n 许可，执照；vt 准许,/'laɪsns/,/'laɪsns/,Interface that you implement to handle result of the license check.,您可以通过实现这个接口来处理许可检查的结果。
en:dish:noun:2,dish,noun,碟， 盘； 菜肴， 一盘菜,n 碟， 盘； 菜肴， 一盘菜,/dɪʃ/,/dɪʃ/,a serving dish,上菜用的盘子
en:dream:noun:1,dream,noun,梦,n 梦；v 梦想，希望,/drim/,/driːm/,I had lots of dreams last night.,昨晚我做了很多梦。
en:wednesday:noun:2,Wednesday,noun,星期三,n 星期三,/ˈwɛnzdɪ/,/'wenzdeɪ/,"Come and have supper with us on Wednesday, if you're free.",星期三过来和我们一起吃晚饭，如果有空的话。
en:essay:noun:1,essay,noun,短文， 文章； 随笔， 散文,n 短文， 文章； 随笔， 散文,/'ɛse/,/'eseɪ/,We asked Jason to write an essay about his hometown.,我们让杰森写一篇关于他家乡的短文。
en:prediction:noun:1,prediction,noun,预言； 预料； 预报,n 预言； 预料； 预报,/prɪ'dɪkʃən/,/prɪ'dɪkʃn/,The data can be used to make useful economic predictions .,这些数据可用于进行有用的经济预测。
en:coal:noun:1,coal,noun,煤， 煤块,n 煤， 煤块,/kol/,/kəul/,Put some coal on the fire.,往火里加点煤。
en:survey:verb:1,survey,verb,调查， 检视； 测量， 勘测； 全面审视， 概括论述； 俯瞰， 眺望； 调查， 检视； 测量， 勘测； 全面审视， 概括论述； 俯瞰， 眺望,v 调查， 检视； 测量， 勘测； 全面审视， 概括论述； 俯瞰， 眺望； 调查， 检视； 测量， 勘测； 全面审视， 概括论述； 俯瞰， 眺望,/ˈsɝˌve; (for v.) sɝˈve/,/ˈsəːveɪ; (for v.) səˈveɪ/,"Of the 100 companies surveyed, 10% had a turnover of £50 m to £99 m.","被调查的 100 家公司中，10% 的公司营业额在 5,000 万到 9,900 万英镑之间。"
en:tense:adjective:1,tense,adjective,紧张的；拉紧的，绷紧的,adj 紧张的；拉紧的，绷紧的；v 拉紧，绷紧；n 时态,/tɛns/,/tens/,Is anything wrong? You look a little tense.,有什么不对劲吗？你看起来有点紧张。
en:birthday:noun:2,birthday,noun,生日,n 生日,/'bɝθde/,/'bɜːθdeɪ/,It’s my birthday on Monday.,星期一是我的生日。
en:heat:verb:1,heat,verb,加热， 变热,v 加热， 变热；n 热，炎热；体温，热度；激动；激烈,/hit/,/hiːt/,Heat the milk until it boils.,把牛奶煮开。
en:behind:preposition:2,behind,preposition,在…的背后， 在…的后面； 落后于； 支持， 赞,prep 在…的背后， 在…的后面； 落后于； 支持， 赞,/bɪ'haɪnd/,/bɪ'haɪnd/,I turned to speak to the person standing behind me.,我转身和站在我后面的那人说话。
en:tenth:numeral:2,tenth,numeral,第十,num 第十；n 十分之一,/tɛnθ/,/tenθ/,He has just published his tenth novel.,他刚刚发表了他的第十本小说。
en:candy:noun:1,candy,noun,糖果,n 糖果,/ˈkændɪ/,/'kændi/,a box of candies,一盒糖果
en:student:noun:2,student,noun,学生， 学者， 大学生； 研究生,n 学生， 学者， 大学生； 研究生,/'studnt/,/'stjuːdnt/,Warren's eldest son is an art student.,沃伦的长子是一名学艺术的学生。
en:careful:adjective:2,careful,adjective,小心的， 仔细的,adj 小心的， 仔细的,/'kɛrfl/,/'keəfl/,Be careful - the floor’s slippery.,小心——地板很滑。
en:recipe:noun:1,recipe,noun,烹饪法， 食谱； 方法； 秘诀， 诀窍,n 烹饪法， 食谱； 方法； 秘诀， 诀窍,/'rɛsəpi/,/'resəpi/,a recipe book,一本烹饪书
en:seal:verb:1,seal,verb,封， 密封,v 封， 密封；n 封铅，封条；印，图章；海豹,/sil/,/siːl/,The window was sealed shut.,这扇窗户被封了起来。
en:box:verb:1,box,verb,把…装箱； (用拳或手,v 把…装箱； (用拳或手；n 箱，盒；包厢,/bɑks/,/bɒks/,Help me box up the Christmas tree lights.,帮我把圣诞彩灯装进盒子。
en:bow:noun:1,bow,noun,鞠躬， 低头； 鞠躬， 低头,n&v 鞠躬， 低头； 鞠躬， 低头,/baʊ/,/baʊ/,She bowed and left the stage.,她鞠了一躬，离开了舞台。
en:boy:noun:2,boy,noun,男孩,n 男孩,/bɔɪ/,/bɔɪ/,The boys wanted to play football.,男孩子们想踢足球。
en:head:noun:2,head,noun,头， 头部； 顶部， 前端； 领导， 首脑； 头数； 头脑， 智力,n 头， 头部； 顶部， 前端； 领导， 首脑； 头数； 头脑， 智力,/hɛd/,/hed/,He kissed the top of her head.,他吻了一下她的头顶。
en:month:noun:2,month,noun,月， 一个月的时间,n 月， 一个月的时间,/mʌnθ/,/mʌnθ/,I hope I’ll have finished the work by the end of the month .,我希望我这个月底能完成工作。
en:total:adjective:2,total,adjective,总的，全部的；完全的，彻底的,adj 总的，全部的；完全的，彻底的；v 合计， 总计；n 总数，总计,/'totl/,/'təutl/,a total ban on cigarette advertising,香烟广告的全面禁止
en:oil:verb:1,oil,verb,给…加润滑油； 使涂满油,v 给…加润滑油； 使涂满油；n 油；润滑油；石油，燃料油；油画；油画颜料,/ɔɪl/,/ɔɪl/,The bicycle chain needs oiling.,自行车链条需要上油了。
en:upstairs:adverb:2,upstairs,adverb,在楼上，往楼上,adv 在楼上，往楼上；adj 楼上的；n 楼上,"/,ʌp'stɛrz/",/ʌp'steəz/,I went upstairs and had a shower.,我上楼冲了个澡。
en:of:preposition:2,of,preposition,…的； 由…制成的； 含有…的， 装有…的,prep …的； 由…制成的； 含有…的， 装有…的,/ʌv; əv/,/ɔːv/,the cost of the meal,这顿饭的花费
en:fight:verb:1,fight,verb,打（仗），与（…）作战，战斗,v 打（仗），与（…）作战，战斗；n 打斗，打架,/faɪt/,/faɪt/,Neither country is capable of fighting a long war .,两个国家都没有能力打持久战。
en:hear:verb:1,hear,verb,[heard-heard] 听见； 听到， 得知； 审讯， 听证； 收到…的信,v [heard-heard] 听见； 听到， 得知； 审讯， 听证； 收到…的信,/hɪr/,/hɪə(r)/,Blanche heard a crash as the back door was flung open.,布兰奇听见后门哗啦一声被推开。
en:on:preposition:1,on,preposition,在…上； 向， 朝， 针对； 靠近…， 在…旁； 关于， 论及； 凭， 靠， 根据； 处,prep 在…上； 向， 朝， 针对； 靠近…， 在…旁； 关于， 论及； 凭， 靠， 根据； 处,/ɑn/,/ɔːn/,I wanted to punch him on the nose.,我真想一拳打到他鼻子上。
en:zebra:noun:2,zebra,noun,斑马,n 斑马,/ˈzibrə/,/'zɪːbrə/,"Sixty acres of woods and ponds are home to camels, zebra, bison , water buffalo, ostrich and antelope.",六十英亩的森林和池塘是骆驼，斑马，野牛，水牛，鸵鸟和羚羊的家园。
en:pretty:adverb:1,pretty,adverb,相当，很，颇,adv 相当，很，颇；adj 漂亮的， 俊俏的,/ˈprɪtɪ/,/'prɪti/,I’m pretty sure he’ll say yes.,我相当肯定他会同意的。
en:or:conjunction:2,or,conjunction,或， 或者， 还是； 即， 或者说； 否则， 要不然,conj 或， 或者， 还是； 即， 或者说； 否则， 要不然,/ɔr/,/ɔː(r)/,Shall we go out to the cinema or stay at home?,我们是出去看电影还是待在家里？
en:chance:verb:1,chance,verb,碰巧， 偶然发生； 偶然看见,v 碰巧， 偶然发生； 偶然看见；n 可能性；机会，机遇；偶然的事,/tʃæns/,/tʃɑːns/,It chanced that we both went to Paris that year.,碰巧那一年我们俩都去了巴黎。
en:social:adjective:2,social,adjective,社会的； 交际的， 社交的,adj 社会的； 交际的， 社交的,/'soʃl/,/'səuʃl/,"social issues, such as unemployment and education",失业和教育之类的社会问题
en:wheel:verb:1,wheel,verb,转动， 旋转,v 转动， 旋转；n 轮，车轮,/wil/,/wiːl/,The action of the crank turns the wheel.,这根曲轴的作用是使轮子转动。
en:homeless:adjective:1,homeless,adjective,无家的， 无家可归的,adj 无家的， 无家可归的,/'homləs/,/'həumləs/,Thousands of people have been made homeless .,成千上万人被逼得无家可归。
en:cross:verb:1,cross,verb,穿过，越过；交叉，相交；杂交,v 穿过，越过；交叉，相交；杂交；n 十字架； 十字形记号,/krɔs/,/krɒs/,He raised his arms in triumph as he crossed the line for his 100-metres win.,他以胜利的姿态高举双手跑过终点线，赢得了这场百米赛。
en:control:verb:1,control,verb,控制， 支配；,v 控制， 支配；；n 控制，支配；管理；调节；抑制，自制；控制器，调节器,/kən'trol/,/kən'trəul/,The Democrats continued to control the Senate until last year.,民主党继续控制参议院直到去年。
en:cousin:noun:2,cousin,noun,堂兄弟， 堂姐妹,n 堂兄弟， 堂姐妹,/'kʌzn/,/'kʌzn/,My cousin Mark helped me to bring in the bags.,我表弟马克帮我把包提了进来。
en:clerk:noun:1,clerk,noun,〈美〉店员； 办事员， 职员,n 〈美〉店员； 办事员， 职员,/klɝk/,/klɑːk/,a clerk in a commercial firm,一家商行的文员
en:earth:noun:2,earth,noun,地球； 陆地， 地面； 土， 泥,n 地球； 陆地， 地面； 土， 泥,/ɝθ/,/ɜːθ/,the planet Earth,地球
en:paris:noun:1,Paris,noun,巴黎,n 巴黎,/'pærɪs/,/'pærɪs/,"Yes, first, and then to go to Paris.",是的，先是去结婚，然后还得到巴黎去一次。
en:elbow:verb:1,elbow,verb,用肘推， 用肘挤,v 用肘推， 用肘挤；n 肘部,/'ɛlbo/,/'elbəu/,"She pushed through the crowd, elbowing people out of the way.",她用手肘把人们推开，从人群中挤了出来。
en:salad:noun:2,salad,noun,沙拉， 凉拌菜,n 沙拉， 凉拌菜,/'sæləd/,/'sæləd/,Would you like some salad with your pasta?,你的意大利面要配些色拉吗？
